Date,AirTemp,Shortwave,LongWave,RelHum,WindSpeed,Rain
2021-03-29 15:00:00,14.86270833,391.058125,328.4395833,24.44645833,1.0973125,0
2021-03-29 16:00:00,15.33266667,392.1616667,287.6216667,22.301,1.05215,0
2021-03-29 17:00:00,15.42066667,174.133,287.0366667,22.976,0.74175,0
2021-03-29 18:00:00,12.651,7.591066667,283.5483333,42.35216667,0.924883333,0
2021-03-29 19:00:00,9.657666667,-5.94125,277.1116667,57.38716667,2.056966667,0
2021-03-29 20:00:00,7.7673,-5.099833333,271.6283333,67.40983333,2.969316667,0
2021-03-29 21:00:00,7.052983333,-4.9554,270.1883333,67.74583333,2.793133333,0
2021-03-29 22:00:00,6.37245,-4.76795,268.4983333,74.6535,2.951016667,0
2021-03-29 23:00:00,5.638616667,-4.63555,266.365,78.77316667,3.0666,0
2021-03-30 00:00:00,4.864416667,-4.536666667,264.685,77.73666667,3.436433333,0
2021-03-30 01:00:00,4.302016667,-4.350766667,263.0183333,81.90616667,3.4612,0
2021-03-30 02:00:00,3.655666667,-4.328466667,260.8533333,85.08833333,3.547133333,0
2021-03-30 03:00:00,2.964516667,-4.262233333,259.5283333,85.67166667,3.49415,0
2021-03-30 04:00:00,2.545166667,-4.15155,258.7,88.095,3.513466667,0
2021-03-30 05:00:00,2.181766667,-3.990383333,258.1583333,88.21833333,3.429816667,0
2021-03-30 06:00:00,1.9294,12.29711667,257.295,91.15333333,3.083783333,0
2021-03-30 07:00:00,3.30095,103.5111667,260.9333333,87.42966667,2.184716667,0
2021-03-30 08:00:00,6.173433333,434.42,271.8883333,64.26116667,1.5266,0
2021-03-30 09:00:00,11.68683333,543.8366667,284.6716667,44.68716667,1.542633333,0
2021-03-30 10:00:00,14.553,777.8433333,295.8883333,39.00316667,2.158033333,0
2021-03-30 11:00:00,17.03833333,869.7833333,305.0466667,32.76433333,4.363366667,0
2021-03-30 12:00:00,18.2545,891.5166667,311.595,32.82483333,3.928133333,0
2021-03-30 13:00:00,19.25116667,836.0383333,315.9116667,31.4315,4.2285,0
2021-03-30 14:00:00,19.77016667,720.56,319.015,29.635,4.607216667,0
2021-03-30 15:00:00,20.029,585.8016667,316.8516667,28.1035,4.083116667,0
2021-03-30 16:00:00,19.91416667,366.52,316.6383333,27.93466667,3.656283333,0
2021-03-30 17:00:00,19.08,146.7916667,315.7366667,30.56016667,2.762266667,0
2021-03-30 18:00:00,16.77633333,8.079416667,311.7766667,38.825,1.396183333,0
2021-03-30 19:00:00,14.957,-4.938816667,314.36,45.07033333,0.769,0
2021-03-30 20:00:00,14.0595,-5.721566667,314.1366667,46.87783333,0.576416667,0
2021-03-30 21:00:00,12.16433333,-5.125566667,308.265,56.60466667,0.729483333,0
2021-03-30 22:00:00,11.40583333,-5.233916667,305.3483333,60.28266667,0.764933333,0
2021-03-30 23:00:00,9.993,-3.7457,305.375,70.78683333,2.31345,0
2021-03-31 00:00:00,11.02283333,-3.5338,321.67,64.42883333,0.445616667,0
2021-03-31 01:00:00,10.10966667,-3.376266667,321.645,74.17283333,2.273716667,0
2021-03-31 02:00:00,9.376833333,-2.415666667,324.7333333,79.73166667,2.899883333,0
2021-03-31 03:00:00,9.434333333,-2.3301,328.4816667,82.032,2.69675,0
2021-03-31 04:00:00,9.1885,-2.099183333,331.8933333,83.78833333,2.983816667,0
2021-03-31 05:00:00,9.209333333,-1.189533333,349.4483333,84.89,3.053966667,0
2021-03-31 06:00:00,9.645833333,11.23735,367.6733333,84.58666667,2.73415,0
2021-03-31 07:00:00,10.0585,18.77266667,375.4816667,85.17666667,2.740866667,0
2021-03-31 08:00:00,10.11383333,43.0015,375.665,91.35666667,2.3405,0.048768
2021-03-31 09:00:00,11.184,42.33778333,380.0716667,96.41166667,2.287033333,0.12192
2021-03-31 10:00:00,13.6495,81.03783333,387.1983333,97.66333333,0.860516667,0.018288
2021-03-31 11:00:00,14.137,85.82783333,395.6483333,98.54166667,0.559633333,0.018288
2021-03-31 12:00:00,14.67416667,119.6931667,396.4883333,98.55333333,0.576866667,0.024384
2021-03-31 13:00:00,15.23833333,258.2366667,405.0033333,96.77666667,0.668366667,0
2021-03-31 14:00:00,16.497,255.7266667,409.105,90.575,1.255283333,0
2021-03-31 15:00:00,16.95533333,134.33,405.1916667,86.76333333,1.172316667,0
2021-03-31 16:00:00,16.45,88.20783333,396.7383333,89.405,0.90795,0
2021-03-31 17:00:00,16.564,65.17116667,395.4966667,89.67666667,0.375116667,0
2021-03-31 18:00:00,15.6905,6.017283333,394.4983333,94.33,0.37075,0
2021-03-31 19:00:00,14.51283333,-1.761283333,389.35,94.7825,2.307283333,0
2021-03-31 20:00:00,14.14833333,-0.4986,373.5266667,71.143,8.296283333,0
